E번호,단어(Word),출현횟수(Count),절수(Verses),뜻(Meaning),구절주소(References)
E00086,abraham,250,230,,"Gen 17:5; Gen 17:9; Gen 17:15; Gen 17:17; Gen 17:18; Gen 17:22; Gen 17:23; Gen 17:24; Gen 17:26; Gen 18:6; Gen 18:7; Gen 18:11; Gen 18:13; Gen 18:16; Gen 18:17; Gen 18:18; Gen 18:19; Gen 18:22; Gen 18:23; Gen 18:27; Gen 18:33; Gen 19:27; Gen 19:29; Gen 20:1; Gen 20:2; Gen 20:9; Gen 20:10; Gen 20:11; Gen 20:14; Gen 20:17; Gen 20:18; Gen 21:2; Gen 21:3; Gen 21:4; Gen 21:5; Gen 21:7; Gen 21:8; Gen 21:9; Gen 21:10; Gen 21:11; Gen 21:12; Gen 21:14; Gen 21:22; Gen 21:24; Gen 21:25; Gen 21:27; Gen 21:28; Gen 21:29; Gen 21:33; Gen 21:34; Gen 22:1; Gen 22:3; Gen 22:4; Gen 22:5; Gen 22:6; Gen 22:7; Gen 22:8; Gen 22:9; Gen 22:10; Gen 22:11; Gen 22:13; Gen 22:14; Gen 22:15; Gen 22:19; Gen 22:20; Gen 22:23; Gen 23:2; Gen 23:3; Gen 23:5; Gen 23:7; Gen 23:10; Gen 23:12; Gen 23:14; Gen 23:16; Gen 23:18; Gen 23:19; Gen 23:20; Gen 24:1; Gen 24:2; Gen 24:6; Gen 24:9; Gen 24:12; Gen 24:15; Gen 24:27; Gen 24:34; Gen 24:42; Gen 24:48; Gen 24:52; Gen 24:59; Gen 25:1; Gen 25:5; Gen 25:6; Gen 25:7; Gen 25:8; Gen 25:10; Gen 25:11; Gen 25:12; Gen 25:19; Gen 26:1; Gen 26:3"
E00087,abram,61,50,,"Gen 11:26; Gen 11:27; Gen 11:29; Gen 11:31; Gen 12:1; Gen 12:4; Gen 12:5; Gen 12:6; Gen 12:7; Gen 12:9; Gen 12:10; Gen 12:14; Gen 12:16; Gen 12:17; Gen 12:18; Gen 13:1; Gen 13:2; Gen 13:4; Gen 13:5; Gen 13:7; Gen 13:8; Gen 13:12; Gen 13:14; Gen 13:18; Gen 14:12; Gen 14:13; Gen 14:14; Gen 14:19; Gen 14:21; Gen 14:22; Gen 14:23; Gen 15:1; Gen 15:2; Gen 15:3; Gen 15:11; Gen 15:12; Gen 15:13; Gen 15:18; Gen 16:1; Gen 16:2; Gen 16:3; Gen 16:5; Gen 16:6; Gen 16:15; Gen 16:16; Gen 17:1; Gen 17:3; Gen 17:5; 1Ch 1:27; Neh 9:7"
E00088,abroad,80,78,,"Gen 10:18; Gen 11:4; Gen 11:8; Gen 11:9; Gen 15:5; Gen 19:17; Gen 28:14; Exo 5:12; Exo 9:29; Exo 9:33; Exo 12:46; Exo 21:19; Exo 40:19; Lev 13:7; Lev 13:12; Lev 13:22; Lev 13:27; Lev 14:8; Lev 18:9; Num 11:32; Deu 23:10; Deu 23:12; Deu 23:13; Deu 24:11; Deu 32:11; Jdg 12:9; 1Sa 9:26; 1Sa 30:16; 2Sa 22:43; 1Ki 2:42; 2Ki 4:3; 1Ch 13:2; 1Ch 14:13; 2Ch 26:8; 2Ch 26:15; 2Ch 29:16; 2Ch 31:5; Neh 1:8; Est 1:17; Est 3:8; Job 4:11; Job 15:23; Job 40:11; Psa 41:6; Psa 77:17; Pro 5:16; Isa 24:1; Isa 28:25; Isa 44:24; Jer 6:11; Lam 1:20; Eze 34:21; Zec 1:17; Zec 2:6; Mat 9:26; Mat 9:31; Mat 9:36; Mat 12:30; Mat 26:31; Mar 1:28; Mar 1:45; Mar 4:22; Mar 6:14; Luk 1:65; Luk 2:17; Luk 5:15; Luk 8:17; Joh 11:52; Joh 21:23; Act 2:6; Act 8:1; Act 8:4; Act 11:19; Rom 5:5; Rom 16:19; 2Co 9:9; 1Th 1:8; Jam 1:1"
E00089,absalom,109,90,,"2Sa 3:3; 2Sa 13:1; 2Sa 13:4; 2Sa 13:20; 2Sa 13:22; 2Sa 13:23; 2Sa 13:24; 2Sa 13:25; 2Sa 13:26; 2Sa 13:27; 2Sa 13:28; 2Sa 13:29; 2Sa 13:30; 2Sa 13:32; 2Sa 13:34; 2Sa 13:37; 2Sa 13:38; 2Sa 13:39; 2Sa 14:1; 2Sa 14:21; 2Sa 14:23; 2Sa 14:24; 2Sa 14:25; 2Sa 14:27; 2Sa 14:28; 2Sa 14:29; 2Sa 14:30; 2Sa 14:31; 2Sa 14:32; 2Sa 14:33; 2Sa 15:1; 2Sa 15:2; 2Sa 15:3; 2Sa 15:4; 2Sa 15:6; 2Sa 15:7; 2Sa 15:10; 2Sa 15:11; 2Sa 15:12; 2Sa 15:13; 2Sa 15:14; 2Sa 15:31; 2Sa 15:34; 2Sa 15:37; 2Sa 16:8; 2Sa 16:15; 2Sa 16:16; 2Sa 16:17; 2Sa 16:18; 2Sa 16:20; 2Sa 16:21; 2Sa 16:22; 2Sa 16:23; 2Sa 17:1; 2Sa 17:4; 2Sa 17:5; 2Sa 17:6; 2Sa 17:7; 2Sa 17:9; 2Sa 17:14; 2Sa 17:15; 2Sa 17:18; 2Sa 17:20; 2Sa 17:24; 2Sa 17:25; 2Sa 17:26; 2Sa 18:5; 2Sa 18:9; 2Sa 18:10; 2Sa 18:12; 2Sa 18:14; 2Sa 18:15; 2Sa 18:17; 2Sa 18:18; 2Sa 18:29; 2Sa 18:32; 2Sa 18:33; 2Sa 19:1; 2Sa 19:4; 2Sa 19:6; 2Sa 19:9; 2Sa 19:10; 2Sa 20:6; 1Ki 1:6; 1Ki 2:7; 1Ki 2:28; 1Ch 3:2; 2Ch 11:20; 2Ch 11:21; Psa 3:1"
E00090,absence,2,2,,"Luk 22:6; Phi 2:12"
E00091,absent,11,11,,"Gen 31:49; 1Co 5:3; 2Co 5:6; 2Co 5:8; 2Co 5:9; 2Co 10:1; 2Co 10:11; 2Co 13:2; 2Co 13:10; Phi 1:27; Col 2:5"
E00092,abstain,6,6,,"Act 15:20; Act 15:29; 1Th 4:3; 1Th 5:22; 1Ti 4:3; 1Pe 2:11"
E00093,abstinence,1,1,,"Act 27:21"
E00094,abundance,68,66,,"Deu 28:47; Deu 33:19; 1Sa 1:16; 2Sa 12:30; 1Ki 1:19; 1Ki 1:25; 1Ki 10:10; 1Ki 10:27; 1Ki 18:41; 1Ch 22:3; 1Ch 22:4; 1Ch 22:14; 1Ch 22:15; 1Ch 29:2; 1Ch 29:21; 2Ch 1:15; 2Ch 2:9; 2Ch 4:18; 2Ch 9:1; 2Ch 9:9; 2Ch 9:27; 2Ch 11:23; 2Ch 14:15; 2Ch 15:9; 2Ch 17:5; 2Ch 18:1; 2Ch 18:2; 2Ch 20:25; 2Ch 24:11; 2Ch 29:35; 2Ch 31:5; 2Ch 32:5; 2Ch 32:29; Neh 9:25; Est 1:7; Job 22:11; Job 36:31; Job 38:34; Psa 37:11; Psa 52:7; Psa 72:7; Psa 105:30; Ecc 5:10; Ecc 5:12; Isa 7:22; Isa 15:7; Isa 47:9; Isa 60:5; Isa 66:11; Jer 33:6; Eze 16:49; Eze 26:10; Zec 14:14; Mat 12:34; Mat 13:12; Mat 25:29; Mar 12:44; Luk 6:45; Luk 12:15; Luk 21:4; Rom 5:17; 2Co 8:2; 2Co 8:14; 2Co 8:20; 2Co 12:7; Rev 18:3"
E00095,abundant,13,12,,"Exo 34:6; Isa 56:12; Jer 51:13; 1Co 12:23; 1Co 12:24; 2Co 4:15; 2Co 7:15; 2Co 9:12; 2Co 11:23; Phi 1:26; 1Ti 1:14; 1Pe 1:3"
E00096,abundantly,32,32,,"Gen 1:20; Gen 1:21; Gen 8:17; Gen 9:7; Exo 1:7; Exo 8:3; Num 20:11; 1Ch 12:40; 1Ch 22:5; 1Ch 22:8; 2Ch 31:5; Job 12:6; Job 36:28; Psa 36:8; Psa 65:10; Psa 132:15; Psa 145:7; Sol 5:1; Isa 15:3; Isa 35:2; Isa 55:7; Joh 10:10; 1Co 15:10; 2Co 1:12; 2Co 2:4; 2Co 10:15; 2Co 12:15; Eph 3:20; 1Th 2:17; Tit 3:6; Heb 6:17; 2Pe 1:11"
E00097,abuse,3,3,,"1Sa 31:4; 1Ch 10:4; 1Co 9:18"
E00098,abused,1,1,,"Jdg 19:25"
E00099,abusers,1,1,,"1Co 6:9"
E00100,abusing,1,1,,"1Co 7:31"
E00101,accad,1,1,,"Gen 10:10"
E00102,accept,25,25,,"Gen 32:20; Exo 22:11; Lev 26:41; Lev 26:43; Deu 33:11; 1Sa 26:19; 2Sa 24:23; Job 13:8; Job 13:10; Job 32:21; Job 42:8; Psa 20:3; Psa 82:2; Psa 119:108; Pro 18:5; Jer 14:10; Jer 14:12; Eze 20:40; Eze 20:41; Eze 43:27; Amo 5:22; Mal 1:8; Mal 1:10; Mal 1:13; Act 24:3"
E00103,acceptable,23,23,,"Lev 22:20; Deu 33:24; Psa 19:14; Psa 69:13; Pro 10:32; Pro 21:3; Ecc 12:10; Isa 49:8; Isa 58:5; Isa 61:2; Jer 6:20; Dan 4:27; Luk 4:19; Rom 12:1; Rom 12:2; Rom 14:18; Rom 15:16; Eph 5:10; Phi 4:18; 1Ti 2:3; 1Ti 5:4; 1Pe 2:5; 1Pe 2:20"
E00104,acceptably,1,1,,"Heb 12:28"
E00105,acceptance,1,1,,"Isa 60:7"
E00106,acceptation,2,2,,"1Ti 1:15; 1Ti 4:9"
E00107,accepted,29,28,,"Gen 4:7; Gen 19:21; Exo 28:38; Lev 1:4; Lev 7:18; Lev 10:19; Lev 19:7; Lev 22:21; Lev 22:23; Lev 22:25; Lev 22:27; Lev 23:11; 1Sa 18:5; 1Sa 25:35; Est 10:3; Job 42:9; Isa 56:7; Jer 37:20; Jer 42:2; Luk 4:24; Act 10:35; Rom 15:31; 2Co 5:9; 2Co 6:2; 2Co 8:12; 2Co 8:17; 2Co 11:4; Eph 1:6"
E00108,acceptest,1,1,,"Luk 20:21"
E00109,accepteth,4,4,,"Job 34:19; Ecc 9:7; Hos 8:13; Gal 2:6"
E00110,accepting,1,1,,"Heb 11:35"
E00111,access,3,3,,"Rom 5:2; Eph 2:18; Eph 3:12"
E00112,accho,1,1,,"Jdg 1:31"
E00113,accompanied,4,4,,"Act 10:23; Act 11:12; Act 20:4; Act 20:38"
E00114,accompany,1,1,,"Heb 6:9"
E00115,accompanying,1,1,,"2Sa 6:4"
E00116,accomplish,13,13,,"Lev 22:21; 1Ki 5:9; Job 14:6; Psa 64:6; Isa 55:11; Jer 44:25; Eze 6:12; Eze 7:8; Eze 13:15; Eze 20:8; Eze 20:21; Dan 9:2; Luk 9:31"
E00117,accomplished,26,25,,"2Ch 36:22; Est 2:12; Job 15:32; Pro 13:19; Isa 40:2; Jer 25:12; Jer 25:34; Jer 29:10; Jer 39:16; Lam 4:11; Lam 4:22; Eze 4:6; Eze 5:13; Dan 11:36; Dan 12:7; Luk 1:23; Luk 2:6; Luk 2:21; Luk 2:22; Luk 12:50; Luk 18:31; Luk 22:37; Joh 19:28; Act 21:5; 1Pe 5:9"
E00118,accomplishing,1,1,,"Heb 9:6"
E00119,accomplishment,1,1,,"Act 21:26"
E00120,accord,16,16,,"Lev 25:5; Jos 9:2; Act 1:14; Act 2:1; Act 2:46; Act 4:24; Act 5:12; Act 7:57; Act 8:6; Act 12:10; Act 12:20; Act 15:25; Act 18:12; Act 19:29; 2Co 8:17; Phi 2:2"
E00121,according,793,715,,"Gen 6:22; Gen 7:5; Gen 18:10; Gen 18:14; Gen 18:21; Gen 21:23; Gen 25:13; Gen 25:16; Gen 27:8; Gen 27:19; Gen 30:34; Gen 33:14; Gen 34:12; Gen 36:40; Gen 36:43; Gen 39:17; Gen 40:5; Gen 41:11; Gen 41:12; Gen 41:40; Gen 41:54; Gen 43:7; Gen 43:33; Gen 44:2; Gen 44:7; Gen 44:10; Gen 45:21; Gen 47:12; Gen 49:28; Gen 50:6; Gen 50:12; Exo 6:16; Exo 6:17; Exo 6:19; Exo 6:25; Exo 6:26; Exo 8:10; Exo 8:13; Exo 8:31; Exo 12:3; Exo 12:4; Exo 12:21; Exo 12:25; Exo 12:35; Exo 16:16; Exo 16:18; Exo 16:21; Exo 17:1; Exo 21:22; Exo 21:31; Exo 22:17; Exo 24:4; Exo 25:9; Exo 25:35; Exo 26:30; Exo 28:8; Exo 28:10; Exo 28:21; Exo 29:35; Exo 29:41; Exo 30:37; Exo 31:11; Exo 32:28; Exo 36:1; Exo 37:21; Exo 37:29; Exo 38:21; Exo 39:5; Exo 39:14; Exo 39:32; Exo 39:42; Exo 40:16; Lev 4:3; Lev 4:35; Lev 5:10; Lev 5:12; Lev 9:16; Lev 10:7; Lev 12:2; Lev 25:15; Lev 25:16; Lev 25:50; Lev 25:51; Lev 25:52; Lev 26:21; Lev 27:8; Lev 27:16; Lev 27:17; Lev 27:18; Lev 27:25; Lev 27:27; Num 1:18; Num 1:20; Num 1:22; Num 1:24; Num 1:26; Num 1:28; Num 1:30; Num 1:32; Num 1:34"
E00122,accordingly,1,1,,"Isa 59:18"
E00123,account,17,17,,"2Ki 12:4; 1Ch 27:24; 2Ch 26:11; Job 33:13; Psa 144:3; Ecc 7:27; Mat 12:36; Mat 18:23; Luk 16:2; Act 19:40; Rom 14:12; 1Co 4:1; Phi 4:17; Phm 1:18; Heb 13:17; 1Pe 4:5; 2Pe 3:15"
E00124,accounted,12,12,,"Deu 2:11; Deu 2:20; 1Ki 10:21; 2Ch 9:20; Psa 22:30; Isa 2:22; Mar 10:42; Luk 20:35; Luk 21:36; Luk 22:24; Rom 8:36; Gal 3:6"
E00125,accounting,1,1,,"Heb 11:19"
E00126,accounts,1,1,,"Dan 6:2"
E00127,accursed,20,15,,"Deu 21:23; Jos 6:17; Jos 6:18; Jos 7:1; Jos 7:11; Jos 7:12; Jos 7:13; Jos 7:15; Jos 22:20; 1Ch 2:7; Isa 65:20; Rom 9:3; 1Co 12:3; Gal 1:8; Gal 1:9"
E00128,accusation,10,10,,"Ezr 4:6; Mat 27:37; Mar 15:26; Luk 6:7; Luk 19:8; Joh 18:29; Act 25:18; 1Ti 5:19; 2Pe 2:11; Jud 1:9"
E00129,accuse,16,16,,"Pro 30:10; Mat 12:10; Mar 3:2; Luk 3:14; Luk 11:54; Luk 23:2; Luk 23:14; Joh 5:45; Joh 8:6; Act 24:2; Act 24:8; Act 24:13; Act 25:5; Act 25:11; Act 28:19; 1Pe 3:16"
E00130,accused,14,14,,"Dan 3:8; Dan 6:24; Mat 27:12; Mar 15:3; Luk 16:1; Luk 23:10; Act 22:30; Act 23:28; Act 23:29; Act 25:16; Act 26:2; Act 26:7; Tit 1:6; Rev 12:10"
E00131,accuser,1,1,,"Rev 12:10"
E00132,accusers,8,8,,"Joh 8:10; Act 23:30; Act 23:35; Act 24:8; Act 25:16; Act 25:18; 2Ti 3:3; Tit 2:3"
E00133,accuseth,1,1,,"Joh 5:45"
E00134,accusing,1,1,,"Rom 2:15"
E00135,accustomed,1,1,,"Jer 13:23"
E00136,aceldama,1,1,,"Act 1:19"
E00137,achaia,11,11,,"Act 18:12; Act 18:27; Act 19:21; Rom 15:26; Rom 16:5; 1Co 16:15; 2Co 1:1; 2Co 9:2; 2Co 11:10; 1Th 1:7; 1Th 1:8"
E00138,achaicus,1,1,,"1Co 16:17"
E00139,achan,6,6,,"Jos 7:1; Jos 7:18; Jos 7:19; Jos 7:20; Jos 7:24; Jos 22:20"
E00140,achar,1,1,,"1Ch 2:7"
E00141,achaz,2,1,,"Mat 1:9"
E00142,achbor,7,7,,"Gen 36:38; Gen 36:39; 2Ki 22:12; 2Ki 22:14; 1Ch 1:49; Jer 26:22; Jer 36:12"
E00143,achim,2,1,,"Mat 1:14"
E00144,achish,21,20,,"1Sa 21:10; 1Sa 21:11; 1Sa 21:12; 1Sa 21:14; 1Sa 27:2; 1Sa 27:3; 1Sa 27:5; 1Sa 27:6; 1Sa 27:9; 1Sa 27:10; 1Sa 27:12; 1Sa 28:1; 1Sa 28:2; 1Sa 29:2; 1Sa 29:3; 1Sa 29:6; 1Sa 29:8; 1Sa 29:9; 1Ki 2:39; 1Ki 2:40"
E00145,achmetha,1,1,,"Ezr 6:2"
E00146,achor,5,5,,"Jos 7:24; Jos 7:26; Jos 15:7; Isa 65:10; Hos 2:15"
E00147,achsah,5,5,,"Jos 15:16; Jos 15:17; Jdg 1:12; Jdg 1:13; 1Ch 2:49"
E00148,achshaph,3,3,,"Jos 11:1; Jos 12:20; Jos 19:25"
E00149,achzib,4,4,,"Jos 15:44; Jos 19:29; Jdg 1:31; Mic 1:14"
E00150,acknowledge,16,15,,"Deu 21:17; Deu 33:9; Psa 51:3; Pro 3:6; Isa 33:13; Isa 61:9; Isa 63:16; Jer 3:13; Jer 14:20; Jer 24:5; Dan 11:39; Hos 5:15; 1Co 14:37; 1Co 16:18; 2Co 1:13"
E00151,acknowledged,3,3,,"Gen 38:26; Psa 32:5; 2Co 1:14"
E00152,acknowledgement,1,1,,"Col 2:2"
E00153,acknowledgeth,1,1,,"1Jo 2:23"
E00154,acknowledging,3,3,,"2Ti 2:25; Tit 1:1; Phm 1:6"
E00155,acquaint,1,1,,"Job 22:21"
E00156,acquaintance,11,11,,"2Ki 12:5; 2Ki 12:7; Job 19:13; Job 42:11; Psa 31:11; Psa 55:13; Psa 88:8; Psa 88:18; Luk 2:44; Luk 23:49; Act 24:23"
E00157,acquainted,2,2,,"Psa 139:3; Isa 53:3"
E00158,acquainting,1,1,,"Ecc 2:3"
E00159,acquit,2,2,,"Job 10:14; Nah 1:3"
E00160,acre,1,1,,"1Sa 14:14"
E00161,acres,1,1,,"Isa 5:10"
E00162,act,4,3,,"Isa 28:21; Isa 59:6; Joh 8:4"
E00163,actions,1,1,,"1Sa 2:3"
E00164,activity,1,1,,"Gen 47:6"
E00165,acts,66,64,,"Deu 11:3; Deu 11:7; Jdg 5:11; 1Sa 12:7; 2Sa 23:20; 1Ki 10:6; 1Ki 11:41; 1Ki 14:19; 1Ki 14:29; 1Ki 15:7; 1Ki 15:23; 1Ki 15:31; 1Ki 16:5; 1Ki 16:14; 1Ki 16:20; 1Ki 16:27; 1Ki 22:39; 1Ki 22:45; 2Ki 1:18; 2Ki 8:23; 2Ki 10:34; 2Ki 12:19; 2Ki 13:8; 2Ki 13:12; 2Ki 14:15; 2Ki 14:18; 2Ki 14:28; 2Ki 15:6; 2Ki 15:11; 2Ki 15:15; 2Ki 15:21; 2Ki 15:26; 2Ki 15:31; 2Ki 15:36; 2Ki 16:19; 2Ki 20:20; 2Ki 21:17; 2Ki 21:25; 2Ki 23:19; 2Ki 23:28; 2Ki 24:5; 1Ch 11:22; 1Ch 29:29; 2Ch 9:5; 2Ch 9:29; 2Ch 12:15; 2Ch 13:22; 2Ch 16:11; 2Ch 20:34; 2Ch 25:26; 2Ch 26:22; 2Ch 27:7; 2Ch 28:26; 2Ch 32:32; 2Ch 33:18; 2Ch 35:26; 2Ch 36:8; Est 10:2; Psa 103:7; Psa 106:2; Psa 145:4; Psa 145:6; Psa 145:12; Psa 150:2"
E00166,adadah,1,1,,"Jos 15:22"
E00167,adah,8,8,,"Gen 4:19; Gen 4:20; Gen 4:23; Gen 36:2; Gen 36:4; Gen 36:10; Gen 36:12; Gen 36:16"
E00168,adaiah,9,9,,"2Ki 22:1; 1Ch 6:41; 1Ch 8:21; 1Ch 9:12; 2Ch 23:1; Ezr 10:29; Ezr 10:39; Neh 11:5; Neh 11:12"
E00169,adalia,1,1,,"Est 9:8"
E00170,adam,31,27,,"Gen 2:19; Gen 2:20; Gen 2:21; Gen 2:23; Gen 3:8; Gen 3:9; Gen 3:17; Gen 3:20; Gen 3:21; Gen 4:1; Gen 4:25; Gen 5:1; Gen 5:2; Gen 5:3; Gen 5:4; Gen 5:5; Deu 32:8; Jos 3:16; 1Ch 1:1; Job 31:33; Luk 3:38; Rom 5:14; 1Co 15:22; 1Co 15:45; 1Ti 2:13; 1Ti 2:14; Jud 1:14"
E00171,adamah,1,1,,"Jos 19:36"
E00172,adamant,2,2,,"Eze 3:9; Zec 7:12"
E00173,adami,1,1,,"Jos 19:33"
E00174,adar,10,10,,"Jos 15:3; Ezr 6:15; Est 3:7; Est 3:13; Est 8:12; Est 9:1; Est 9:15; Est 9:17; Est 9:19; Est 9:21"
E00175,adbeel,2,2,,"Gen 25:13; 1Ch 1:29"
E00176,add,33,32,,"Gen 30:24; Lev 5:16; Lev 6:5; Lev 27:13; Lev 27:15; Lev 27:19; Lev 27:27; Lev 27:31; Num 5:7; Num 35:6; Deu 4:2; Deu 12:32; Deu 19:9; Deu 29:19; 2Sa 24:3; 1Ki 12:11; 1Ki 12:14; 2Ki 20:6; 1Ch 22:14; 2Ch 10:14; 2Ch 28:13; Psa 69:27; Pro 3:2; Pro 30:6; Isa 29:1; Isa 30:1; Isa 38:5; Mat 6:27; Luk 12:25; Phi 1:16; 2Pe 1:5; Rev 22:18"
E00177,addan,1,1,,"Ezr 2:59"
E00178,addar,1,1,,"1Ch 8:3"
E00179,added,15,15,,"Deu 5:22; 1Sa 12:19; Jer 36:32; Jer 45:3; Dan 4:36; Mat 6:33; Luk 3:20; Luk 12:31; Luk 19:11; Act 2:41; Act 2:47; Act 5:14; Act 11:24; Gal 2:6; Gal 3:19"
E00180,adder,4,4,,"Gen 49:17; Psa 58:4; Psa 91:13; Pro 23:32"
E00181,adders,1,1,,"Psa 140:3"
E00182,addeth,4,4,,"Job 34:37; Pro 10:22; Pro 16:23; Gal 3:15"
E00183,addi,1,1,,"Luk 3:28"
E00184,addicted,1,1,,"1Co 16:15"
E00185,addition,1,1,,"1Ki 7:30"
E00186,additions,2,2,,"1Ki 7:29; 1Ki 7:36"
E00187,addon,1,1,,"Neh 7:61"
E00188,ader,1,1,,"1Ch 8:15"
E00189,adiel,3,3,,"1Ch 4:36; 1Ch 9:12; 1Ch 27:25"
E00190,adin,4,4,,"Ezr 2:15; Ezr 8:6; Neh 7:20; Neh 10:16"
E00191,adina,1,1,,"1Ch 11:42"
E00192,adino,1,1,,"2Sa 23:8"
E00193,adithaim,1,1,,"Jos 15:36"
E00194,adjure,5,5,,"1Ki 22:16; 2Ch 18:15; Mat 26:63; Mar 5:7; Act 19:13"
E00195,adjured,2,2,,"Jos 6:26; 1Sa 14:24"
E00196,adlai,1,1,,"1Ch 27:29"
E00197,admah,5,5,,"Gen 10:19; Gen 14:2; Gen 14:8; Deu 29:23; Hos 11:8"
E00198,admatha,1,1,,"Est 1:14"
E00199,administered,2,2,,"2Co 8:19; 2Co 8:20"
E00200,administration,1,1,,"2Co 9:12"
E00201,administrations,1,1,,"1Co 12:5"
E00202,admiration,2,2,,"Jud 1:16; Rev 17:6"
E00203,admired,1,1,,"2Th 1:10"
E00204,admonish,3,3,,"Rom 15:14; 1Th 5:12; 2Th 3:15"
E00205,admonished,5,5,,"Ecc 4:13; Ecc 12:12; Jer 42:19; Act 27:9; Heb 8:5"
E00206,admonishing,1,1,,"Col 3:16"
E00207,admonition,3,3,,"1Co 10:11; Eph 6:4; Tit 3:10"
E00208,adna,2,2,,"Ezr 10:30; Neh 12:15"
E00209,adnah,2,2,,"1Ch 12:20; 2Ch 17:14"
E00210,ado,1,1,,"Mar 5:39"
E00211,adonibezek,3,3,,"Jdg 1:5; Jdg 1:6; Jdg 1:7"
E00212,adonijah,26,26,,"2Sa 3:4; 1Ki 1:5; 1Ki 1:7; 1Ki 1:8; 1Ki 1:9; 1Ki 1:11; 1Ki 1:13; 1Ki 1:18; 1Ki 1:24; 1Ki 1:25; 1Ki 1:41; 1Ki 1:42; 1Ki 1:43; 1Ki 1:49; 1Ki 1:50; 1Ki 1:51; 1Ki 2:13; 1Ki 2:19; 1Ki 2:21; 1Ki 2:22; 1Ki 2:23; 1Ki 2:24; 1Ki 2:28; 1Ch 3:2; 2Ch 17:8; Neh 10:16"
E00213,adonikam,3,3,,"Ezr 2:13; Ezr 8:13; Neh 7:18"
E00214,adoniram,2,2,,"1Ki 4:6; 1Ki 5:14"
E00215,adonizedek,2,2,,"Jos 10:1; Jos 10:3"
E00216,adoption,5,5,,"Rom 8:15; Rom 8:23; Rom 9:4; Gal 4:5; Eph 1:5"
E00217,adoraim,1,1,,"2Ch 11:9"
E00218,adoram,2,2,,"2Sa 20:24; 1Ki 12:18"
E00219,adorn,2,2,,"1Ti 2:9; Tit 2:10"
E00220,adorned,4,4,,"Jer 31:4; Luk 21:5; 1Pe 3:5; Rev 21:2"
E00221,adorneth,1,1,,"Isa 61:10"
E00222,adorning,2,1,,"1Pe 3:3"
E00223,adrammelech,3,3,,"2Ki 17:31; 2Ki 19:37; Isa 37:38"
E00224,adramyttium,1,1,,"Act 27:2"
E00225,adria,1,1,,"Act 27:27"
E00226,adriel,2,2,,"1Sa 18:19; 2Sa 21:8"
E00227,adullam,8,8,,"Jos 12:15; Jos 15:35; 1Sa 22:1; 2Sa 23:13; 1Ch 11:15; 2Ch 11:7; Neh 11:30; Mic 1:15"
E00228,adullamite,3,3,,"Gen 38:1; Gen 38:12; Gen 38:20"
E00229,adulterer,3,3,,"Lev 20:10; Job 24:15; Isa 57:3"
E00230,adulterers,9,9,,"Psa 50:18; Jer 9:2; Jer 23:10; Hos 7:4; Mal 3:5; Luk 18:11; 1Co 6:9; Heb 13:4; Jam 4:4"
E00231,adulteress,5,4,,"Lev 20:10; Pro 6:26; Hos 3:1; Rom 7:3"
E00232,adulteresses,3,2,,"Eze 23:45; Jam 4:4"
E00233,adulteries,5,5,,"Jer 13:27; Eze 23:43; Hos 2:2; Mat 15:19; Mar 7:21"
E00234,adulterous,4,4,,"Pro 30:20; Mat 12:39; Mat 16:4; Mar 8:38"
E00235,adultery,40,33,,"Exo 20:14; Lev 20:10; Deu 5:18; Pro 6:32; Jer 3:8; Jer 3:9; Jer 5:7; Jer 7:9; Jer 23:14; Jer 29:23; Eze 16:32; Eze 23:37; Hos 4:2; Hos 4:13; Hos 4:14; Mat 5:27; Mat 5:28; Mat 5:32; Mat 19:9; Mat 19:18; Mar 10:11; Mar 10:12; Mar 10:19; Luk 16:18; Luk 18:20; Joh 8:3; Joh 8:4; Rom 2:22; Rom 13:9; Gal 5:19; Jam 2:11; 2Pe 2:14; Rev 2:22"
E00236,adummim,2,2,,"Jos 15:7; Jos 18:17"
E00237,advanced,4,4,,"1Sa 12:6; Est 3:1; Est 5:11; Est 10:2"
E00238,advantage,4,4,,"Job 35:3; Rom 3:1; 2Co 2:11; Jud 1:16"
E00239,advantaged,1,1,,"Luk 9:25"
E00240,advantageth,1,1,,"1Co 15:32"
E00241,adventure,2,2,,"Deu 28:56; Act 19:31"
E00242,adventured,1,1,,"Jdg 9:17"
E00243,adversaries,36,36,,"Exo 23:22; Deu 32:27; Deu 32:43; Jos 5:13; 1Sa 2:10; 2Sa 19:22; Ezr 4:1; Neh 4:11; Psa 38:20; Psa 69:19; Psa 71:13; Psa 81:14; Psa 89:42; Psa 109:4; Psa 109:20; Psa 109:29; Isa 1:24; Isa 9:11; Isa 11:13; Isa 59:18; Isa 63:18; Isa 64:2; Jer 30:16; Jer 46:10; Jer 50:7; Lam 1:5; Lam 1:7; Lam 1:17; Lam 2:17; Mic 5:9; Nah 1:2; Luk 13:17; Luk 21:15; 1Co 16:9; Phi 1:28; Heb 10:27"
E00244,adversary,22,21,,"Exo 23:22; Num 22:22; 1Sa 1:6; 1Sa 29:4; 1Ki 5:4; 1Ki 11:14; 1Ki 11:23; 1Ki 11:25; Est 7:6; Job 31:35; Psa 74:10; Isa 50:8; Lam 1:10; Lam 2:4; Lam 4:12; Amo 3:11; Mat 5:25; Luk 12:58; Luk 18:3; 1Ti 5:14; 1Pe 5:8"
E00245,adversities,2,2,,"1Sa 10:19; Psa 31:7"
